"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"DEMOFECO","Fertility","TXFECOTX","Children per women aged 15 to 49 years old","IRL","Ireland","2017","2017",1.78,,
"DEMOFECO","Fertility","TXFECOTX","Children per women aged 15 to 49 years old","IRL","Ireland","2018","2018",1.75,,
"DEMOFECO","Fertility","TXFECOTX","Children per women aged 15 to 49 years old","IRL","Ireland","2019","2019",1.7,,
"DEMOFECO","Fertility","TXFECOTX","Children per women aged 15 to 49 years old","IRL","Ireland","2020","2020",1.63,,
"DEMOFECO","Fertility","TXFECOTX","Children per women aged 15 to 49 years old","IRL","Ireland","2021","2021",1.72,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2010","2010",279.5,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2011","2011",287.7,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2012","2012",296.3,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2013","2013",305.1,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2014","2014",314.5,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2015","2015",324.7,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2016","2016",334.2,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2017","2017",344.8,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2018","2018",355.6,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2019","2019",366.9,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2020","2020",379.6,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2021","2021",391.1,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2022","2022",402.4,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2010","2010",79.2,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2011","2011",81.1,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2012","2012",82.4,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2013","2013",83.7,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2014","2014",85.3,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2015","2015",87.5,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2016","2016",89.3,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2017","2017",92.2,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2018","2018",94.6,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2019","2019",97.2,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2020","2020",100.7,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2021","2021",103.1,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","IRL","Ireland","2022","2022",105.9,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2010","2010",230.8,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2011","2011",239.2,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2012","2012",249.2,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2013","2013",259,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2014","2014",269.8,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2015","2015",280.2,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2016","2016",290.3,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2017","2017",301.8,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2018","2018",313.1,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2019","2019",324.6,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2020","2020",336.6,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2021","2021",347.9,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2022","2022",359,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2010","2010",44.5,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2011","2011",46.1,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2012","2012",48.2,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2013","2013",49.7,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2014","2014",52.2,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2015","2015",54.8,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2016","2016",57.3,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2017","2017",60.4,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2018","2018",63.4,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2019","2019",66.6,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2020","2020",70,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2021","2021",72.8,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","IRL","Ireland","2022","2022",76,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","IRL","Ireland","2010","2010",75.2,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","IRL","Ireland","2011","2011",74,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","IRL","Ireland","2012","2012",71.7,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","IRL","Ireland","2013","2013",69,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","IRL","Ireland","2014","2014",67.3,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","IRL","Ireland","2015","2015",65.5,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","IRL","Ireland","2016","2016",63.8,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","IRL","Ireland","2017","2017",61.8,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","IRL","Ireland","2018","2018",61,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","IRL","Ireland","2019","2019",59.3,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","IRL","Ireland","2020","2020",56,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","IRL","Ireland","2021","2021",60.6,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","IRL","Ireland","2010","2010",101.3,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","IRL","Ireland","2011","2011",101.6,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","IRL","Ireland","2012","2012",101.8,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","IRL","Ireland","2013","2013",101.9,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","IRL","Ireland","2014","2014",102.1,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","IRL","Ireland","2015","2015",102.1,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","IRL","Ireland","2016","2016",102.1,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","IRL","Ireland","2017","2017",102,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","IRL","Ireland","2018","2018",101.9,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","IRL","Ireland","2019","2019",102,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","IRL","Ireland","2020","2020",102,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","IRL","Ireland","2021","2021",102.1,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","IRL","Ireland","2022","2022",102.1,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","IRL","Ireland","2010","2010",98.7,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","IRL","Ireland","2011","2011",98.4,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","IRL","Ireland","2012","2012",98.2,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","IRL","Ireland","2013","2013",98.1,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","IRL","Ireland","2014","2014",97.9,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","IRL","Ireland","2015","2015",97.9,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","IRL","Ireland","2016","2016",98,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","IRL","Ireland","2017","2017",98.1,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","IRL","Ireland","2018","2018",98.1,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","IRL","Ireland","2019","2019",98.1,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","IRL","Ireland","2020","2020",98,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","IRL","Ireland","2021","2021",98,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","IRL","Ireland","2022","2022",97.9,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","IRL","Ireland","2010","2010",16.5,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","IRL","Ireland","2011","2011",16.2,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","IRL","Ireland","2012","2012",15.6,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","IRL","Ireland","2013","2013",14.9,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","IRL","Ireland","2014","2014",14.4,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","IRL","Ireland","2015","2015",13.9,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","IRL","Ireland","2016","2016",13.4,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","IRL","Ireland","2017","2017",12.9,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","IRL","Ireland","2018","2018",12.5,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","IRL","Ireland","2019","2019",12,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","IRL","Ireland","2020","2020",11.2,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","IRL","Ireland","2021","2021",12,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2010","2010",50.3,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2011","2011",50.4,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2012","2012",50.5,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2013","2013",50.5,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2014","2014",50.5,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2015","2015",50.5,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2016","2016",50.5,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2017","2017",50.5,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2018","2018",50.5,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2019","2019",50.5,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2020","2020",50.5,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2021","2021",50.5,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2022","2022",50.5,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2010","2010",49.7,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2011","2011",49.6,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2012","2012",49.5,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2013","2013",49.5,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2014","2014",49.5,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2015","2015",49.5,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2016","2016",49.5,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2017","2017",49.5,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2018","2018",49.5,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2019","2019",49.5,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2020","2020",49.5,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2021","2021",49.5,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","IRL","Ireland","2022","2022",49.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2010","2010",11.2,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2011","2011",11.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2012","2012",11.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2013","2013",12.2,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2014","2014",12.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2015","2015",12.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2016","2016",13.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2017","2017",13.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2018","2018",13.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2019","2019",14,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2020","2020",14.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2021","2021",14.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2022","2022",15,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2010","2010",2.7,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2011","2011",2.8,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2012","2012",2.8,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2013","2013",2.9,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2014","2014",3,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2015","2015",3,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2016","2016",3.1,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2017","2017",3.2,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2018","2018",3.2,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2019","2019",3.3,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2020","2020",3.4,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2021","2021",3.5,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","IRL","Ireland","2022","2022",3.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","IRL","Ireland","2010","2010",42.2,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","IRL","Ireland","2011","2011",41.2,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","IRL","Ireland","2012","2012",40.8,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","IRL","Ireland","2013","2013",41.8,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","IRL","Ireland","2014","2014",42.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","IRL","Ireland","2015","2015",43.7,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","IRL","Ireland","2016","2016",44.8,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","IRL","Ireland","2017","2017",45.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","IRL","Ireland","2018","2018",46.3,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","IRL","Ireland","2019","2019",47,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","IRL","Ireland","2020","2020",45.2,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","IRL","Ireland","2021","2021",47.5,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2010","2010",30595.1,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2011","2011",30658.5,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2012","2012",30731.6,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2013","2013",31046.9,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2014","2014",31296.1,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2015","2015",31251.6,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2016","2016",31176.5,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2017","2017",31100,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2018","2018",30870.9,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2019","2019",30638.4,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2020","2020",30480.7,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2021","2021",30290.6,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2022","2022",30211.2,"P","Provisional value"
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2010","2010",28682.3,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2011","2011",28720.9,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2012","2012",28808.1,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2013","2013",29187.1,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2014","2014",29493.1,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2015","2015",29479,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2016","2016",29451,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2017","2017",29436.7,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2018","2018",29279.4,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2019","2019",29090.6,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2020","2020",28958.2,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2021","2021",28842.6,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","ITA","Italy","2022","2022",28819,"P","Provisional value"
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2010","2010",12083.8,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2011","2011",12171.3,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2012","2012",12370.8,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2013","2013",12639.8,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2014","2014",13014.9,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2015","2015",13219.1,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2016","2016",13369.8,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2017","2017",13528.6,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2018","2018",13644.4,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2019","2019",13693.2,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2020","2020",13859.1,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2021","2021",13941.5,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2022","2022",14051.4,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2010","2010",3410.8,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2011","2011",3545.8,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2012","2012",3656.3,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2013","2013",3756.9,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2014","2014",3877.4,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2015","2015",3977.4,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2016","2016",4049.1,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2017","2017",4132.7,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2018","2018",4207,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2019","2019",4296.3,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2020","2020",4419.7,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2021","2021",4478.8,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","ITA","Italy","2022","2022",4505.5,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","ITA","Italy","2010","2010",24782.8,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","ITA","Italy","2011","2011",24849.7,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","ITA","Italy","2012","2012",24782.6,,
